state_code,state_name_english,state_name_local,state_census2011_code,district_code,district_name_english,district_name_local,district_census2011_code,subdistrict_code,subdistrict_name_english,subdistrict_name_local,subdistrict_census2011_code,last_updated
32,Kerala,"KERALA                                            ",32,566,Thrissur,തൃശ്ശൂര്‍,594,5653,Chavakkad,ചാവക്കാട്,05653,2024-10-07
10,Bihar,"BIHAR                                             ",10,224,Vaishali,वैशाली,220,1273,"Chehra Kalan","चेहरा कलां",01273,2024-10-07
29,Karnataka,ಕರ್ನಾಟಕ,29,630,Chikkaballapura,ಚಿಕ್ಕಬಳ್ಳಾಪುರ,582,7407,Chelur,ಚೇಳೂರು,00000,2024-10-07
10,Bihar,"BIHAR                                             ",10,191,Begusarai,बेगूसराय,222,1307,"Cheria Bariarpur","चेरिया बरियारपुर",01307,2024-10-07
13,Nagaland,"NAGALAND                                          ",13,765,Shamator,Shamator,000,1827,Chessore,,01827,2024-10-07
12,"Arunachal Pradesh","ARUNACHAL PRADESH                                 ",12,241,"Upper Subansiri","UPPER SUBANSIRI                                   ",249,1614,"Chetam Peer Yapu Circle","Chetam Peer Yapu Circle",01614,2024-10-07
13,Nagaland,"NAGALAND                                          ",13,248,Phek,"PHEK                                              ",266,1807,Chetheba,,01807,2024-10-07
8,Rajasthan,"RAJASTHAN                                         ",08,93,Bikaner,"BIKANER                                           ",101,479,Chhatargarh,,00479,2024-10-07
20,Jharkhand,झारखंड,20,338,Palamu,पलामू,358,2620,Chhatarpur,,02620,2024-10-07
8,Rajasthan,"RAJASTHAN                                         ",08,89,Baran,BARAN,128,677,Chhipabarod,छिपाबडौद,00677,2024-10-07
8,Rajasthan,"RAJASTHAN                                         ",08,629,Pratapgarh,PRATAPGARH,131,698,"Chhoti Sadri",,00698,2024-10-07
36,Telangana,తెలంగాణ,00,508,Karimnagar,కరీంనగర్,534,4442,Chigurumamidi,చిగురుమామిడి,04442,2024-10-07
14,Manipur,"MANIPUR                                           ",14,257,Senapati,"SENAPATI                                          ",272,6483,"Chilivai Phaibung",,00000,2024-10-07
36,Telangana,తెలంగాణ,00,513,Medak,మెదక్,535,6274,Chilpched,"చిలపు చెడు",00000,2024-10-07
28,"Andhra Pradesh","ANDHRA PRADESH                                    ",28,517,Prakasam,"PRAKASAM                                          ",549,5128,Chimakurthy,చీమకుర్తి,05128,2024-10-07
14,Manipur,"MANIPUR                                           ",14,260,Ukhrul,"UKHRUL                                            ",279,1887,Chingai,,01887,2024-10-07
33,"Tamil Nadu","TAMIL NADU                                        ",33,729,Kallakurichi,கள்ளக்குறிச்சி,000,5977,Chinnasalem,,00000,2024-10-07
19,"West Bengal","WEST BENGAL                                       ",19,312,Hooghly,"HOOGHLY                                           ",338,2346,"Chinsurah - Magra",,02346,2024-10-07
36,Telangana,తెలంగాణ,00,696,Suryapet,సూర్యాపేట,000,6303,Chinthalapalem,"చింతలపాలెం (మల్లారెడ్డి గూడెం)",00000,2024-10-07
28,"Andhra Pradesh","ANDHRA PRADESH                                    ",28,745,"Alluri Sitharama Raju","Alluri Sitharama Raju",000,4849,Chinthapalli,Chinthapalli,04849,2024-10-07
36,Telangana,తెలంగాణ,00,514,Nalgonda,నల్గొండ,539,4650,Chinthapally,చింతపల్లి,04650,2024-10-07
32,Kerala,"KERALA                                            ",32,565,Thiruvananthapuram,തിരുവനന്തപുരം,601,5689,Chirayinkeezhu,ചിറയിന്‍കീഴ്,05689,2024-10-07
2,"Himachal Pradesh","HIMACHAL PRADESH                                  ",02,23,Shimla,"SHIMLA                                            ",033,192,Chirgaon,,00192,2024-10-07
22,Chhattisgarh,छत्तीसगढ़,22,760,"Manendragarh-Chirmiri-Bharatpur(M C B)",मनेन्द्रगढ़-चिरमिरी-भरतपुर(ऍम.सी.बी.),000,7268,Chirmiri,चिरमिरी,00000,2024-10-07
29,Karnataka,ಕರ್ನಾಟಕ,29,538,Kalaburagi,ಕಲಬುರಗಿ,579,5585,Chittapur,ಚಿತಾಪುರ,05585,2024-10-07
28,"Andhra Pradesh","ANDHRA PRADESH                                    ",28,503,Chittoor,"CHITTOOR                                          ",554,5421,Chittoor,,05421,2024-10-07
36,Telangana,తెలంగాణ,00,514,Nalgonda,నల్గొండ,539,4633,Chityal,చిట్యాల,04633,2024-10-07
17,Meghalaya,"MEGHALAYA                                         ",17,277,"South Garo Hills","SOUTH GARO HILLS                                  ",295,1975,Chokpot,,01975,2024-10-07
8,Rajasthan,"RAJASTHAN                                         ",08,783,"Jaipur (Gramin)","जयपुर (ग्रामीण)",NA,541,Chomu,,00541,2024-10-07
27,Maharashtra,महाराष्ट्र,27,478,Jalgaon,जळगाव,499,3960,Chopda,चोपडा,03960,2024-10-07
8,Rajasthan,"RAJASTHAN                                         ",08,768,Didwana-Kuchaman,डीडवाना-कुचामन,NA,7364,"Choti Khatu","छोटी खाटू",00000,2024-10-07
28,"Andhra Pradesh","ANDHRA PRADESH                                    ",28,503,Chittoor,"CHITTOOR                                          ",554,5413,Chowdepalle,,05413,2024-10-07
13,Nagaland,"NAGALAND                                          ",13,248,Phek,"PHEK                                              ",266,1806,Chozuba,,01806,2024-10-07
21,Odisha,ODISHA,21,350,Cuttack,"CUTTACK                                           ",381,2968,"Cuttack (M.Corp.) P.S",,02968,2024-10-07
24,Gujarat,"GUJARAT                                           ",24,461,Vadodara,"VADODARA                                          ",486,3905,Dabhoi,,03905,2024-10-07
17,Meghalaya,"MEGHALAYA                                         ",17,278,"West Garo Hills","WEST GARO HILLS                                   ",293,1963,Dadenggiri,,01963,2024-10-07
38,"The Dadra And Nagar Haveli And Daman And Diu","THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU",NA,465,"Dadra And Nagar Haveli","DADRA AND NAGAR HAVELI",496,3949,"Dadra & Nagar Haveli",,03949,2024-10-07
10,Bihar,"BIHAR                                             ",10,214,Purnia,पूर्णिया,211,1141,Dagarua,डगरुआ,01141,2024-10-07
6,Haryana,"HARYANA                                           ",06,72,Rewari,"REWARI                                            ",085,6464,"Dahina St",दहिना,00000,2024-10-07
21,Odisha,ODISHA,21,361,Kendujhar,"KENDUJHAR                                         ",375,2852,Daitari,,02852,2024-10-07
12,"Arunachal Pradesh","ARUNACHAL PRADESH                                 ",12,233,"Kurung Kumey","KURUNG KUMEY                                      ",256,1714,"Damin Circle","DAMIN CIRCLE",01714,2024-10-07
23,"Madhya Pradesh","MADHYA PRADESH                                    ",23,400,Damoh,दमोह,428,3458,Damoh,दमोह,03458,2024-10-07
29,Karnataka,ಕರ್ನಾಟಕ,29,550,"Uttara Kannada","ಉತ್ತರ ಕನ್ನಡ",563,7064,Dandeli,,00000,2024-10-07
10,Bihar,"BIHAR                                             ",10,201,Katihar,कटिहार,212,1150,Dandkhora,डंडखोरा,01150,2024-10-07
19,"West Bengal","WEST BENGAL                                       ",19,318,"Paschim Medinipur","PASCHIM MEDINIPUR",344,2467,"Dantan - I",,02467,2024-10-07
24,Gujarat,"GUJARAT                                           ",24,441,"Banas Kantha","BANAS KANTHA                                      ",469,3735,Dantiwada,,03735,2024-10-07
12,"Arunachal Pradesh","ARUNACHAL PRADESH                                 ",12,241,"Upper Subansiri","UPPER SUBANSIRI                                   ",249,1615,"Daporijo Hq","Daporijo Hq",01615,2024-10-07
10,Bihar,"BIHAR                                             ",10,222,Siwan,सिवान,218,1246,Daraundha,दरौन्दा,01246,2024-10-07
22,Chhattisgarh,छत्तीसगढ़,22,389,Surguja,सरगुजा,401,7261,Darima,दरिमा,00000,2024-10-07
22,Chhattisgarh,छत्तीसगढ़,22,383,Korba,कोरबा,404,7266,Darri,दर्री,00000,2024-10-07
28,"Andhra Pradesh","ANDHRA PRADESH                                    ",28,517,Prakasam,"PRAKASAM                                          ",549,5114,Darsi,,05114,2024-10-07
22,Chhattisgarh,छत्तीसगढ़,22,646,Balod,बालोद,000,3320,Daundilohara,Daundilohara,03320,2024-10-07
10,Bihar,"BIHAR                                             ",10,215,Rohtas,रोहतास,234,1459,Dawath,दावत,01459,2024-10-07
6,Haryana,"HARYANA                                           ",06,60,Faridabad,"FARIDABAD                                         ",088,6415,"Dayalpur St",दयालपुर,00000,2024-10-07
12,"Arunachal Pradesh","ARUNACHAL PRADESH                                 ",12,231,"East Kameng","EAST KAMENG                                       ",247,7021,"Debeyar Co Circle","DEBEYAR CO CIRCLE",00000,2024-10-07
27,Maharashtra,महाराष्ट्र,27,485,Nanded,नांदेड,511,4110,Deglur,देगलुर,04110,2024-10-07
8,Rajasthan,"RAJASTHAN                                         ",08,115,Sirohi,"SIROHI                                            ",117,7154,Deldar,देलदर,00000,2024-10-07
8,Rajasthan,"RAJASTHAN                                         ",08,112,Rajsamand,"RAJSAMAND                                         ",123,6935,Delwara,देलवाड़ा,00000,2024-10-07
27,Maharashtra,महाराष्ट्र,27,498,Wardha,वर्धा,504,4020,Deoli,देवळी,04020,2024-10-07
9,"Uttar Pradesh","UTTAR PRADESH                                     ",09,137,Deoria,"DEORIA                                            ",190,959,Deoria,,00959,2024-10-07
12,"Arunachal Pradesh","ARUNACHAL PRADESH                                 ",12,235,"Lower Dibang Valley","LOWER DIBANG VALLEY                               ",258,6569,"Desali Circle",Desali,00000,2024-10-07
24,Gujarat,"GUJARAT                                           ",24,461,Vadodara,"VADODARA                                          ",486,6035,Desar,DESAR,00000,2024-10-07
19,"West Bengal","WEST BENGAL                                       ",19,317,"Purba Medinipur","PURBA MEDINIPUR",345,2489,Deshopran,,02489,2024-10-07
5,Uttarakhand,UTTARAKHAND,05,53,Pithoragarh,"PITHORAGARH                                       ",062,6424,Devalthal,,00000,2024-10-07
28,"Andhra Pradesh","ANDHRA PRADESH                                    ",28,744,Anakapalli,Anakapalli,000,4859,Devarapalli,Devarapalli,04859,2024-10-07
23,"Madhya Pradesh","MADHYA PRADESH                                    ",23,420,Panna,पन्ना,426,3437,Devendranagar,देवेंद्रनगर,03437,2024-10-07
20,Jharkhand,झारखंड,20,324,Deoghar,देवघर,350,2549,Devipur,देवीपुर,02549,2024-10-07
5,Uttarakhand,UTTARAKHAND,05,55,"Tehri Garhwal","TEHRI GARHWAL                                     ",059,294,Devprayag,,00294,2024-10-07
5,Uttarakhand,UTTARAKHAND,05,47,Chamoli,"CHAMOLI                                           ",057,6347,Dewal,,00000,2024-10-07
20,Jharkhand,झारखंड,20,327,"East Singhbum","पूर्वी सिंघभूम",357,2611,Dhalbhumgarh,,02611,2024-10-07
10,Bihar,"BIHAR                                             ",10,214,Purnia,पूर्णिया,211,1132,Dhamdaha,धमदाहा,01132,2024-10-07
22,Chhattisgarh,छत्तीसगढ़,22,377,Dhamtari,धमतरी,412,3346,Dhamtari,,03346,2024-10-07
24,Gujarat,"GUJARAT                                           ",24,462,Valsad,"VALSAD                                            ",491,3928,Dharampur,,03928,2024-10-07
33,"Tamil Nadu","TAMIL NADU                                        ",33,634,Tiruppur,"TIRUPPUR                                          ",633,5902,Dharapuram,,05902,2024-10-07
5,Uttarakhand,UTTARAKHAND,05,53,Pithoragarh,"PITHORAGARH                                       ",062,316,Dharchula,,00316,2024-10-07
5,Uttarakhand,UTTARAKHAND,05,51,Nainital,"NAINITAL                                          ",066,341,Dhari,,00341,2024-10-07
33,"Tamil Nadu","TAMIL NADU                                        ",33,571,Dharmapuri,"DHARMAPURI                                        ",630,5888,Dharmapuri,,05888,2024-10-07
21,Odisha,ODISHA,21,356,Jajapur,"JAJAPUR                                           ",382,2979,Dharmasala,,02979,2024-10-07
28,"Andhra Pradesh","ANDHRA PRADESH                                    ",28,754,"Sri Sathya Sai","Sri Sathya Sai",000,5336,Dharmavaram,,05336,2024-10-07
18,Assam,"ASSAM                                             ",18,301,Sonitpur,"SONITPUR                                          ",306,2041,"Dhekiajuli (Pt)",,02041,2024-10-07
23,"Madhya Pradesh","MADHYA PRADESH                                    ",23,413,Katni,कटनी,450,3626,Dhimarkheda,ढीमरखेड़ा,03626,2024-10-07
18,Assam,"ASSAM                                             ",18,297,Nagaon,"NAGAON                                            ",305,2034,Dhing,,02034,2024-10-07
2,"Himachal Pradesh","HIMACHAL PRADESH                                  ",02,18,Kangra,"KANGRA                                            ",024,109,Dhira,,00109,2024-10-07
28,"Andhra Pradesh","ANDHRA PRADESH                                    ",28,502,Ananthapuramu,అనంతపురము,553,5304,D.Hirehal,,05304,2024-10-07
24,Gujarat,"GUJARAT                                           ",24,457,Rajkot,"RAJKOT                                            ",476,3810,Dhoraji,,03810,2024-10-07
19,"West Bengal","WEST BENGAL                                       ",19,314,Jalpaiguri,"JALPAIGURI                                        ",328,2176,Dhupguri,,02176,2024-10-07
5,Uttarakhand,UTTARAKHAND,05,45,Almora,"ALMORA                                            ",064,6342,Dhyari,,00000,2024-10-07
36,Telangana,తెలంగాణ,00,516,Nizamabad,నిజామాబాదు,533,4377,Dichpally,"డిచ్ పల్లి",04377,2024-10-07
5,Uttarakhand,UTTARAKHAND,05,53,Pithoragarh,"PITHORAGARH                                       ",062,317,Didihat,,00317,2024-10-07
10,Bihar,"BIHAR                                             ",10,203,Kishanganj,किशनगंज,210,1122,Dighalbank,दिघलबैंक,01122,2024-10-07
10,Bihar,"BIHAR                                             ",10,215,Rohtas,रोहतास,234,1458,Dinara,दिनारा,01458,2024-10-07
27,Maharashtra,महाराष्ट्र,27,487,Nashik,नाशिक,516,4149,Dindori,दिंडोरी,04149,2024-10-07
22,Chhattisgarh,छत्तीसगढ़,22,383,Korba,कोरबा,404,7293,Dipka,दीपका,00000,2024-10-07
37,Ladakh,Ladakh,00,9,"Leh Ladakh","LEH LADAKH                                        ",003,7231,Diskit,Diskit,00000,2024-10-07
18,Assam,"ASSAM                                             ",18,618,"Kamrup Metro","KAMRUP MOHANAGAR                                  ",322,2129,Dispur,,02129,2024-10-07
5,Uttarakhand,UTTARAKHAND,05,49,Dehradun,"DEHRADUN                                          ",060,6335,Doiwala,,00000,2024-10-07
36,Telangana,తెలంగాణ,00,685,Kamareddy,కామారెడ్డి,000,4392,Domakonda,దోమకొండ,04392,2024-10-07
20,Jharkhand,झारखंड,20,334,Koderma,कोडरमा,348,2528,Domchanch,डोमचांच,02528,2024-10-07
28,"Andhra Pradesh","ANDHRA PRADESH                                    ",28,517,Prakasam,"PRAKASAM                                          ",549,5102,Donakonda,,05102,2024-10-07
36,Telangana,తెలంగాణ,00,688,Mahabubabad,మహబుబాబాద్,000,4722,Dornakal,డోర్నకల్,04722,2024-10-07
8,Rajasthan,"RAJASTHAN                                         ",08,769,Dudu,दूदू,NA,6027,Dudu,दूदू,00000,2024-10-07
28,"Andhra Pradesh","ANDHRA PRADESH                                    ",28,506,Guntur,"GUNTUR                                            ",548,5076,Duggirala,,05076,2024-10-07
36,Telangana,తెలంగాణ,00,690,"Bhadradri Kothagudem","భద్రాద్రి కొత్తగూడెం",000,4729,Dummugudem,దుమ్ముగూడెం,04729,2024-10-07
10,Bihar,"BIHAR                                             ",10,221,Sitamarhi,सीतामढी,206,1074,Dumra,डूमरा,01074,2024-10-07
37,Ladakh,Ladakh,00,9,"Leh Ladakh","LEH LADAKH                                        ",003,7158,Durbuk,Durbuk,00000,2024-10-07
5,Uttarakhand,UTTARAKHAND,05,45,Almora,"ALMORA                                            ",064,329,Dwarahat,,00329,2024-10-07
20,Jharkhand,झारखंड,20,325,Dhanbad,धनबाद,354,6201,Egarkund,एगारकुंड,00000,2024-10-07
1,"Jammu And Kashmir","JAMMU AND KASHMIR",01,13,Srinagar,"SRINAGAR                                          ",010,6803,Eidgah,Eidgah,00000,2024-10-07
36,Telangana,తెలంగాణ,00,686,Hanumakonda,హనుమకొండ,000,4449,Elkathurthy,ఎల్కతుర్తి,04449,2024-10-07
6,Haryana,"HARYANA                                           ",06,74,Sirsa,"SIRSA                                             ",079,392,Ellenabad,,00392,2024-10-07
28,"Andhra Pradesh","ANDHRA PRADESH                                    ",28,748,Eluru,Eluru,000,4966,Eluru,,04966,2024-10-07
13,Nagaland,"NAGALAND                                          ",13,250,Wokha,"WOKHA                                             ",264,1790,Englan,,01790,2024-10-07
33,"Tamil Nadu","TAMIL NADU                                        ",33,594,Thoothukkudi,Thoothukkudi,627,6633,Eral,ஏரல்,00000,2024-10-07
33,"Tamil Nadu","TAMIL NADU                                        ",33,573,Erode,"ERODE                                             ",610,5753,Erode,,05753,2024-10-07
9,"Uttar Pradesh","UTTAR PRADESH                                     ",09,139,Etawah,"ETAWAH                                            ",161,838,Etawah,,00838,2024-10-07
36,Telangana,తెలంగాణ,00,518,"Ranga Reddy","రంగా రెడ్డి",537,4559,Farooqnagar,"ఫరూఖ్ నగర్",04559,2024-10-07
8,Rajasthan,"RAJASTHAN                                         ",08,103,Jaisalmer,"JAISALMER                                         ",114,576,Fatehgarh,,00576,2024-10-07
9,"Uttar Pradesh","UTTAR PRADESH                                     ",09,142,Fatehpur,"FATEHPUR                                          ",172,878,Fatehpur,,00878,2024-10-07
10,Bihar,"BIHAR                                             ",10,196,Gaya,गया,236,1508,Fatehpur,फतेहपुर,01508,2024-10-07
10,Bihar,"BIHAR                                             ",10,212,Patna,पटना,230,1411,Fatwah,फतुहाँ,01411,2024-10-07
3,Punjab,"PUNJAB                                            ",03,651,Fazilka,,000,237,Fazilka,,00237,2024-10-07
9,"Uttar Pradesh","UTTAR PRADESH                                     ",09,119,Aligarh,"ALIGARH                                           ",143,753,Gabhana,,00753,2024-10-07
23,"Madhya Pradesh","MADHYA PRADESH                                    ",23,418,Narsimhapur,नरसिंहपुर,452,3635,Gadarwara,गाडरवारा,03635,2024-10-07
27,Maharashtra,महाराष्ट्र,27,475,Gadchiroli,गडचिरोली,508,4057,Gadchiroli,"गडचिरोली ",04057,2024-10-07
27,Maharashtra,महाराष्ट्र,27,480,Kolhapur,कोल्हापूर,530,4293,Gadhinglaj,गडहिंग्लज,04293,2024-10-07
8,Rajasthan,"RAJASTHAN                                         ",08,90,Barmer,"BARMER                                            ",115,6906,Gadraroad,गडरारोड,00000,2024-10-07
36,Telangana,తెలంగాణ,00,695,"Jogulamba Gadwal","జోగులాంబ గద్వాల",000,4603,Gadwal,గద్వాల్,04603,2024-10-07
23,"Madhya Pradesh","MADHYA PRADESH                                    ",23,421,Raisen,रायसेन,446,3591,Gairatganj,गैरतगंज,03591,2024-10-07
5,Uttarakhand,UTTARAKHAND,05,55,"Tehri Garhwal","TEHRI GARHWAL                                     ",059,6372,Gaja,,00000,2024-10-07
28,"Andhra Pradesh","ANDHRA PRADESH                                    ",28,521,Vizianagaram,"VIZIANAGARAM                                      ",543,4825,Gajapathinagaram,,04825,2024-10-07
8,Rajasthan,"RAJASTHAN                                         ",08,100,Ganganagar,"GANGANAGAR                                        ",099,7376,Gajsinghpur,गजसिंहपुर,00000,2024-10-07
36,Telangana,తెలంగాణ,00,692,Siddipet,సిద్దిపేట,000,4483,Gajwel,గజ్వెల్,04483,2024-10-07
2,"Himachal Pradesh","HIMACHAL PRADESH                                  ",02,17,Hamirpur,"HAMIRPUR                                          ",028,142,Galore,,00142,2024-10-07
19,"West Bengal","WEST BENGAL                                       ",19,306,"Purba Bardhaman","PURBA BARDHAMAN",335,2288,"Galsi - II",,02288,2024-10-07
28,"Andhra Pradesh","ANDHRA PRADESH                                    ",28,749,Ntr,NTR,000,4996,Gampalagudem,,04996,2024-10-07
36,Telangana,తెలంగాణ,00,685,Kamareddy,కామారెడ్డి,000,4382,Gandhari,గాందారి,04382,2024-10-07
36,Telangana,తెలంగాణ,00,518,"Ranga Reddy","రంగా రెడ్డి",537,6320,Gandipet,గండిపెట్,00000,2024-10-07
8,Rajasthan,"RAJASTHAN                                         ",08,88,Banswara,"BANSWARA                                          ",125,6610,Gangadtalai,Gangadtalai,00000,2024-10-07
8,Rajasthan,"RAJASTHAN                                         ",08,100,Ganganagar,"GANGANAGAR                                        ",099,458,Ganganagar,,00458,2024-10-07
19,"West Bengal","WEST BENGAL                                       ",19,310,"Dakshin Dinajpur","DAKSHIN DINAJPUR",331,2201,Gangarampur,,02201,2024-10-07
28,"Andhra Pradesh","ANDHRA PRADESH                                    ",28,745,"Alluri Sitharama Raju","Alluri Sitharama Raju",000,4894,Gangavaram,,04894,2024-10-07
11,Sikkim,"SIKKIM                                            ",11,225,Gangtok,Gangtok,244,1553,Gangtok,,01553,2024-10-07
21,Odisha,ODISHA,21,353,Gajapati,"GAJAPATI                                          ",389,3108,Garabandha,,03108,2024-10-07
10,Bihar,"BIHAR                                             ",10,193,Bhojpur,भोजपुर,231,1431,Garhani,गरहनि,01431,2024-10-07
20,Jharkhand,झारखंड,20,328,Garhwa,गढ़वा,346,2509,Garhwa,गढ़वा,02509,2024-10-07
23,"Madhya Pradesh","MADHYA PRADESH                                    ",23,416,Mandsaur,मन्दसौर,433,3494,Garoth,गरोठ,03494,2024-10-07
17,Meghalaya,"MEGHALAYA                                         ",17,277,"South Garo Hills","SOUTH GARO HILLS                                  ",295,1976,Gasuapara,,01976,2024-10-07
19,"West Bengal","WEST BENGAL                                       ",19,316,Malda,MALDA,332,2214,Gazole,,02214,2024-10-07
12,"Arunachal Pradesh","ARUNACHAL PRADESH                                 ",12,719,"Lower Siang","LOWER SIANG",000,1638,"Gensi Eac",,01638,2024-10-07
36,Telangana,తెలంగాణ,00,687,"Jayashankar Bhupalapally","జయశంకర్ భూపాలపల్లి",000,4683,"Ghanpur (Mulug)","ఘణపూర్ (ములుగు)",04683,2024-10-07
36,Telangana,తెలంగాణ,00,689,Jangoan,జనగాం,000,4676,"Ghanpur (Station)",ఘణపూర్(స్టేషన్),04676,2024-10-07
6,Haryana,"HARYANA                                           ",06,67,Karnal,"KARNAL                                            ",074,374,Gharaunda,,00374,2024-10-07
27,Maharashtra,महाराष्ट्र,27,500,Yavatmal,यवतमाळ,510,4089,Ghatanji,घाटंजी,04089,2024-10-07
20,Jharkhand,झारखंड,20,327,"East Singhbum","पूर्वी सिंघभूम",357,2607,Ghatshila,,02607,2024-10-07
9,"Uttar Pradesh","UTTAR PRADESH                                     ",09,145,Ghaziabad,"GHAZIABAD                                         ",140,739,Ghaziabad,,00739,2024-10-07
24,Gujarat,"GUJARAT                                           ",24,454,"Panch Mahals","PANCH MAHALS                                      ",484,3887,Ghoghamba,,03887,2024-10-07
9,"Uttar Pradesh","UTTAR PRADESH                                     ",09,184,Sonbhadra,"SONBHADRA                                         ",200,1004,Ghorawal,,01004,2024-10-07
10,Bihar,"BIHAR                                             ",10,199,Jehanabad,जहानाबाद,239,1539,Ghoshi,घोसी,01539,2024-10-07
22,Chhattisgarh,छत्तीसगढ़,22,376,"Dakshin Bastar Dantewada","दक्षिण बस्तर दंतेवाड़ा",416,3370,Gidam,,03370,2024-10-07
3,Punjab,"PUNJAB                                            ",03,39,"Sri Muktsar Sahib","ਸ੍ਰੀ ਮੁਕਤਸਰ ਸਾਹਿਬ",044,240,Gidderbaha,,00240,2024-10-07
10,Bihar,"BIHAR                                             ",10,198,Jamui,जमुई,238,1531,Gidhaur,गिद्धौर,01531,2024-10-07
33,"Tamil Nadu","TAMIL NADU                                        ",33,596,Viluppuram,"VILLUPURAM                                        ",607,5728,Gingee,,05728,2024-10-07
12,"Arunachal Pradesh","ARUNACHAL PRADESH                                 ",12,241,"Upper Subansiri","UPPER SUBANSIRI                                   ",249,6551,"Gite Ripa Circle","Gite Ripa Circle",00000,2024-10-07
19,"West Bengal","WEST BENGAL                                       ",19,311,"Uttar Dinajpur","UTTAR DINAJPUR",330,2193,"Goalpokher - I","গোয়ালপোখের- ১",02193,2024-10-07
24,Gujarat,"GUJARAT                                           ",24,454,"Panch Mahals","PANCH MAHALS                                      ",484,3885,Godhra,,03885,2024-10-07
19,"West Bengal","WEST BENGAL                                       ",19,312,Hooghly,"HOOGHLY                                           ",338,2339,"Goghat - II",,02339,2024-10-07
8,Rajasthan,"RAJASTHAN                                         ",08,117,Udaipur,"UDAIPUR                                           ",130,686,Gogunda,,00686,2024-10-07
10,Bihar,"BIHAR                                             ",10,189,Aurangabad,औरंगाबाद,235,1478,Goh,गोह,01478,2024-10-07
6,Haryana,"HARYANA                                           ",06,75,Sonipat,"SONIPAT                                           ",076,378,Gohana,,00378,2024-10-07
21,Odisha,ODISHA,21,354,Ganjam,"GANJAM                                            ",388,3095,Golanthara,,03095,2024-10-07
28,"Andhra Pradesh","ANDHRA PRADESH                                    ",28,505,"East Godavari","EAST GODAVARI                                     ",545,4951,Gopalapuram,,04951,2024-10-07
10,Bihar,"BIHAR                                             ",10,192,Bhagalpur,भागलपुर,224,1334,Gopalpur,गोपालपुर,01334,2024-10-07
28,"Andhra Pradesh","ANDHRA PRADESH                                    ",28,504,Y.S.R.,,551,5211,Gopavaram,,05211,2024-10-07
20,Jharkhand,झारखंड,20,326,Dumka,दुमका,362,2669,Gopikandar,,02669,2024-10-07
9,"Uttar Pradesh","UTTAR PRADESH                                     ",09,148,Gorakhpur,"GORAKHPUR                                         ",188,950,Gorakhpur,,00950,2024-10-07
28,"Andhra Pradesh","ANDHRA PRADESH                                    ",28,755,Nandyal,Nandyal,000,5287,Gospadu,,05287,2024-10-07
21,Odisha,ODISHA,21,370,Rayagada,"RAYAGADA                                          ",396,3184,Gudari,,03184,2024-10-07
21,Odisha,ODISHA,21,359,Kandhamal,"KANDHAMAL                                         ",390,3114,G.Udayagiri,,03114,2024-10-07
28,"Andhra Pradesh","ANDHRA PRADESH                                    ",28,754,"Sri Sathya Sai","Sri Sathya Sai",000,5352,Gudibanda,,05352,2024-10-07
29,Karnataka,ಕರ್ನಾಟಕ,29,630,Chikkaballapura,ಚಿಕ್ಕಬಳ್ಳಾಪುರ,582,5597,Gudibanda,ಗುಡಿಬಂಡಾ,05597,2024-10-07
28,"Andhra Pradesh","ANDHRA PRADESH                                    ",28,503,Chittoor,"CHITTOOR                                          ",554,5431,Gudipala,,05431,2024-10-07
36,Telangana,తెలంగాణ,00,688,Mahabubabad,మహబుబాబాద్,000,4711,Gudur,గూడూర్,04711,2024-10-07
33,"Tamil Nadu","TAMIL NADU                                        ",33,568,Chennai,"CHENNAI                                           ",603,7169,Guindy,"கிண்டி ",00000,2024-10-07
29,Karnataka,ಕರ್ನಾಟಕ,29,524,Bagalkote,ಬಾಗಲಕೋಟೆ,556,7061,Guledgudda,ಗುಳೇದಗುಡ್ಡ,00000,2024-10-07
20,Jharkhand,झारखंड,20,331,Gumla,गुमला,366,2712,Gumla,,02712,2024-10-07
28,"Andhra Pradesh","ANDHRA PRADESH                                    ",28,743,"Parvathipuram Manyam","Parvathipuram Manyam",000,4808,Gummalakshmipuram,,04808,2024-10-07
23,"Madhya Pradesh","MADHYA PRADESH                                    ",23,406,Guna,गुना,458,6609,"Guna Nagar","गुना नगर",00000,2024-10-07
1,"Jammu And Kashmir","JAMMU AND KASHMIR",01,626,Ganderbal,"GANDERBAL                                         ",011,6806,Gund,Gund,00000,2024-10-07
36,Telangana,తెలంగాణ,00,514,Nalgonda,నల్గొండ,539,4651,Gundlapally,గుండ్లపల్లి,04651,2024-10-07
29,Karnataka,ಕರ್ನಾಟಕ,29,531,Chamarajanagara,ಚಾಮರಾಜನಗರ,578,5576,Gundlupet,ಗುಂಡ್ಲುಪೇಟೆ,05576,2024-10-07
9,"Uttar Pradesh","UTTAR PRADESH                                     ",09,659,Sambhal,SAMBHAL,000,778,Gunnaur,,00778,2024-10-07
28,"Andhra Pradesh","ANDHRA PRADESH                                    ",28,506,Guntur,"GUNTUR                                            ",548,6833,"Guntur East","GUNTUR EAST",00000,2024-10-07
21,Odisha,ODISHA,21,370,Rayagada,"RAYAGADA                                          ",396,3183,Gunupur,,03183,2024-10-07
28,"Andhra Pradesh","ANDHRA PRADESH                                    ",28,751,Palnadu,Palnadu,000,5044,Gurajala,గురజాల,05044,2024-10-07
