state_code,state_name_english,state_name_local,state_census2011_code,district_code,district_name_english,district_name_local,district_census2011_code,subdistrict_code,subdistrict_name_english,subdistrict_name_local,subdistrict_census2011_code,last_updated
28,"Andhra Pradesh","ANDHRA PRADESH                                    ",28,745,"Alluri Sitharama Raju","Alluri Sitharama Raju",000,4843,Dumbriguda,,04843,2024-10-07
10,Bihar,"BIHAR                                             ",10,194,Buxar,बक्सर,232,1440,Dumraon,डुमरॉंव,01440,2024-10-07
20,Jharkhand,झारखंड,20,329,Giridih,गिरिडीह,349,2543,Dumri,डुमरी,02543,2024-10-07
10,Bihar,"BIHAR                                             ",10,220,Sheohar,शिवहर,205,1061,"Dumri Katsari","डूमरी कटसरी",01061,2024-10-07
8,Rajasthan,"RAJASTHAN                                         ",08,116,Tonk,"TONK                                              ",120,6910,Duni,दूनी,00000,2024-10-07
28,"Andhra Pradesh","ANDHRA PRADESH                                    ",28,751,Palnadu,Palnadu,000,5042,Durgi,,05042,2024-10-07
28,"Andhra Pradesh","ANDHRA PRADESH                                    ",28,748,Eluru,Eluru,000,4955,Dwarakatirumala,,04955,2024-10-07
33,"Tamil Nadu","TAMIL NADU                                        ",33,584,Salem,"SALEM                                             ",608,5738,Edappadi,,05738,2024-10-07
19,"West Bengal","WEST BENGAL                                       ",19,317,"Purba Medinipur","PURBA MEDINIPUR",345,2491,"Egra - I",,02491,2024-10-07
36,Telangana,తెలంగాణ,00,508,Karimnagar,కరీంనగర్,534,6234,Ellandakunta,ఇల్లంతకుంట,00000,2024-10-07
21,Odisha,ODISHA,21,355,Jagatsinghapur,"JAGATSINGHAPUR                                    ",380,2938,Ersama,,02938,2024-10-07
36,Telangana,తెలంగాణ,00,720,Mulugu,ములుగు,000,4685,Eturunagaram,"ఏటూర్ నాగారం",04685,2024-10-07
6,Haryana,"HARYANA                                           ",06,60,Faridabad,"FARIDABAD                                         ",088,425,Faridabad,,00425,2024-10-07
6,Haryana,"HARYANA                                           ",06,62,Gurugram,GURUGRAM,086,418,Farrukhnagar,,00418,2024-10-07
3,Punjab,"PUNJAB                                            ",03,30,"Fatehgarh Sahib","FATEHGARH SAHIB                                   ",040,221,"Fatehgarh Sahib",,00221,2024-10-07
8,Rajasthan,"RAJASTHAN                                         ",08,114,Sikar,"SIKAR                                             ",111,551,Fatehpur,,00551,2024-10-07
2,"Himachal Pradesh","HIMACHAL PRADESH                                  ",02,18,Kangra,"KANGRA                                            ",024,95,Fatehpur,,00095,2024-10-07
20,Jharkhand,झारखंड,20,333,Jamtara,जामताड़ा,363,2680,Fatehpur,फतेहपुर,02680,2024-10-07
24,Gujarat,"GUJARAT                                           ",24,445,Dahod,DAHOD,485,3890,Fatepura,,03890,2024-10-07
5,Uttarakhand,UTTARAKHAND,05,56,"Udam Singh Nagar","UDAM SINGH NAGAR                                  ",067,350,Gadarpur,,00350,2024-10-07
22,Chhattisgarh,छत्तीसगढ़,22,642,Sukma,सुकमा,000,7273,Gadiras,गादीरास,00000,2024-10-07
21,Odisha,ODISHA,21,369,Puri,"PURI                                              ",387,3068,Gadisagada,,03068,2024-10-07
28,"Andhra Pradesh","ANDHRA PRADESH                                    ",28,755,Nandyal,Nandyal,000,5281,Gadivemula,,05281,2024-10-07
10,Bihar,"BIHAR                                             ",10,208,Muzaffarpur,मुजफ्फरपुर,216,1209,Gaighat,गायघाट,01209,2024-10-07
21,Odisha,ODISHA,21,347,Bargarh,"BARGARH                                           ",370,2759,Gaisilet,,02759,2024-10-07
29,Karnataka,ಕರ್ನಾಟಕ,29,537,Gadag,ಗದಗ,561,7082,Gajendragad,,00000,2024-10-07
6,Haryana,"HARYANA                                           ",06,75,Sonipat,"SONIPAT                                           ",076,379,Ganaur,,00379,2024-10-07
24,Gujarat,"GUJARAT                                           ",24,446,Gandhinagar,"GANDHINAGAR                                       ",473,3775,Gandhinagar,,03775,2024-10-07
21,Odisha,ODISHA,21,352,Dhenkanal,"DHENKANAL                                         ",383,2991,Gandia,,02991,2024-10-07
28,"Andhra Pradesh","ANDHRA PRADESH                                    ",28,754,"Sri Sathya Sai","Sri Sathya Sai",000,5342,Gandlapenta,,05342,2024-10-07
28,"Andhra Pradesh","ANDHRA PRADESH                                    ",28,503,Chittoor,"CHITTOOR                                          ",554,5420,"Gangadhara Nellore",,05420,2024-10-07
8,Rajasthan,"RAJASTHAN                                         ",08,771,Gangapurcity,गंगापुरसिटी,NA,526,Gangapur,,00526,2024-10-07
5,Uttarakhand,UTTARAKHAND,05,53,Pithoragarh,"PITHORAGARH                                       ",062,319,Gangolihat,,00319,2024-10-07
12,"Arunachal Pradesh","ARUNACHAL PRADESH                                 ",12,677,"Kra Daadi","KRA DAADI",000,1710,"Gangte Circle",Gangte,01710,2024-10-07
28,"Andhra Pradesh","ANDHRA PRADESH                                    ",28,519,Srikakulam,"SRIKAKULAM                                        ",542,4797,Ganguvarisigadam,,04797,2024-10-07
21,Odisha,ODISHA,21,354,Ganjam,"GANJAM                                            ",388,3086,Ganjam,,03086,2024-10-07
28,"Andhra Pradesh","ANDHRA PRADESH                                    ",28,510,Krishna,"KRISHNA                                           ",547,5012,Gannavaram,,05012,2024-10-07
36,Telangana,తెలంగాణ,00,508,Karimnagar,కరీంనగర్,534,6232,Ganneruvaram,గన్నేరువరం,00000,2024-10-07
8,Rajasthan,"RAJASTHAN                                         ",08,88,Banswara,"BANSWARA                                          ",125,6611,Ganoda,Ganoda,00000,2024-10-07
10,Bihar,"BIHAR                                             ",10,191,Begusarai,बेगूसराय,222,1306,Garhpura,गढ़पुरा,01306,2024-10-07
20,Jharkhand,झारखंड,20,335,Latehar,लातेहार,359,2638,Garu,गारू,02638,2024-10-07
5,Uttarakhand,UTTARAKHAND,05,46,Bageshwar,"BAGESHWAR                                         ",063,324,Garud,,00324,2024-10-07
28,"Andhra Pradesh","ANDHRA PRADESH                                    ",28,743,"Parvathipuram Manyam","Parvathipuram Manyam",000,4811,Garugubilli,,04811,2024-10-07
10,Bihar,"BIHAR                                             ",10,211,"Pashchim Champaran","पश्चिम चम्पारण",203,1015,Gaunaha,गौनाहा,01015,2024-10-07
29,Karnataka,ಕರ್ನಾಟಕ,29,630,Chikkaballapura,ಚಿಕ್ಕಬಳ್ಳಾಪುರ,582,5595,Gauribidanur,ಗೌರಿಬಿದನೂರ,05595,2024-10-07
23,"Madhya Pradesh","MADHYA PRADESH                                    ",23,398,Chhatarpur,छ्तरपुर,425,3424,Gaurihar,गौरीहार,03424,2024-10-07
18,Assam,"ASSAM                                             ",18,285,Dhubri,"DHUBURI                                           ",301,7115,Gauripur,GAURIPUR,00000,2024-10-07
9,"Uttar Pradesh","UTTAR PRADESH                                     ",09,144,"Gautam Buddha Nagar","GAUTAM BUDDHA NAGAR                               ",141,743,"Gautam Buddha Nagar",,00743,2024-10-07
1,"Jammu And Kashmir","JAMMU AND KASHMIR",01,624,Samba,"SAMBA                                             ",022,6721,Ghagwal,Ghagwal,00000,2024-10-07
2,"Himachal Pradesh","HIMACHAL PRADESH                                  ",02,26,Una,"UNA                                               ",029,6888,Ghanari,,00000,2024-10-07
9,"Uttar Pradesh","UTTAR PRADESH                                     ",09,178,"Sant Kabir Nagar","SANT KABIR NAGAR",186,943,Ghanghata,,00943,2024-10-07
10,Bihar,"BIHAR                                             ",10,195,Darbhanga,दरभंगा,215,1194,Ghanshyampur,घनश्यामपुर,01194,2024-10-07
8,Rajasthan,"RAJASTHAN                                         ",08,772,Phalodi,फलाैदी,NA,7221,Ghantiyali,घंटियाली,00000,2024-10-07
24,Gujarat,"GUJARAT                                           ",24,443,Bhavnagar,"BHAVNAGAR                                         ",481,3855,Ghogha,,03855,2024-10-07
23,"Madhya Pradesh","MADHYA PRADESH                                    ",23,415,Mandla,मंडला,454,3644,Ghughari,घुघरी,03644,2024-10-07
28,"Andhra Pradesh","ANDHRA PRADESH                                    ",28,745,"Alluri Sitharama Raju","Alluri Sitharama Raju",000,4848,G.Madugula,,04848,2024-10-07
33,"Tamil Nadu","TAMIL NADU                                        ",33,573,Erode,"ERODE                                             ",610,5751,Gobichettipalayam,,05751,2024-10-07
22,Chhattisgarh,छत्तीसगढ़,22,387,Raipur,रायपुर,410,7259,"Gobra Nawapara","गोबरा नवापारा ",00000,2024-10-07
12,"Arunachal Pradesh","ARUNACHAL PRADESH                                 ",12,628,Anjaw,"                                                  ",260,1738,"Goiliang Circle",,01738,2024-10-07
29,Karnataka,ಕರ್ನಾಟಕ,29,527,Belagavi,ಬೆಳಗಾವಿ,555,5436,Gokak,ಗೋಕಾಕ,05436,2024-10-07
20,Jharkhand,झारखंड,20,607,Ramgarh,रामगढ़,361,2665,Gola,,02665,2024-10-07
18,Assam,"ASSAM                                             ",18,285,Dhubri,"DHUBURI                                           ",301,6015,"Golakganj Pt","Golakganj Pt",02007,2024-10-07
20,Jharkhand,झारखंड,20,327,"East Singhbum","पूर्वी सिंघभूम",357,2606,Golmuri-Cum-Jugsalai,,02606,2024-10-07
28,"Andhra Pradesh","ANDHRA PRADESH                                    ",28,744,Anakapalli,Anakapalli,000,4853,Golugonda,,04853,2024-10-07
9,"Uttar Pradesh","UTTAR PRADESH                                     ",09,147,Gonda,"GONDA                                             ",183,928,Gonda,,00928,2024-10-07
28,"Andhra Pradesh","ANDHRA PRADESH                                    ",28,511,Kurnool,"KURNOOL                                           ",552,5270,Gonegandla,,05270,2024-10-07
21,Odisha,ODISHA,21,369,Puri,"PURI                                              ",387,3062,Gop,,03062,2024-10-07
28,"Andhra Pradesh","ANDHRA PRADESH                                    ",28,520,Visakhapatnam,విశాఖపట్నం,544,6838,Gopalapatnam,Gopalapatnam,00000,2024-10-07
10,Bihar,"BIHAR                                             ",10,197,Gopalganj,गोपालगंज,217,1224,Gopalganj,गोपालगंज,01224,2024-10-07
36,Telangana,తెలంగాణ,00,693,Wanaparthy,వనపర్తి,000,4596,Gopalpeta,"గోపాల్ పేట",04596,2024-10-07
10,Bihar,"BIHAR                                             ",10,195,Darbhanga,दरभंगा,215,1196,"Gora Bauram",गौरबौरम,01196,2024-10-07
10,Bihar,"BIHAR                                             ",10,224,Vaishali,वैशाली,220,1272,Goraul,गोरौल,01272,2024-10-07
27,Maharashtra,महाराष्ट्र,27,476,Gondia,गोंदीया,507,4045,Goregaon,गोरेगाव,04045,2024-10-07
10,Bihar,"BIHAR                                             ",10,222,Siwan,सिवान,218,1232,Goriakothi,गोरियाकोठी,01232,2024-10-07
6,Haryana,"HARYANA                                           ",06,74,Sirsa,"SIRSA                                             ",079,6471,"Goriwala St",गोरीवाला,00000,2024-10-07
19,"West Bengal","WEST BENGAL                                       ",19,304,"South 24 Parganas","SOUTH 24 Parganas",343,2435,Gosaba,,02435,2024-10-07
8,Rajasthan,"RAJASTHAN                                         ",08,90,Barmer,"BARMER                                            ",115,581,"Gudha Malani",,00581,2024-10-07
36,Telangana,తెలంగాణ,00,501,Adilabad,ఆదిలాబాద్,532,4310,Gudihatnoor,గుడిహత్నూర్,04310,2024-10-07
33,"Tamil Nadu","TAMIL NADU                                        ",33,595,Vellore,"VELLORE                                           ",605,5712,Gudiyatham,,05712,2024-10-07
28,"Andhra Pradesh","ANDHRA PRADESH                                    ",28,503,Chittoor,"CHITTOOR                                          ",554,5426,Gudupalle,,05426,2024-10-07
23,"Madhya Pradesh","MADHYA PRADESH                                    ",23,437,Vidisha,विदिशा,443,3578,Gulabganj,गुलाबगंज,03578,2024-10-07
28,"Andhra Pradesh","ANDHRA PRADESH                                    ",28,502,Ananthapuramu,అనంతపురము,553,5319,Gummagatta,,05319,2024-10-07
33,"Tamil Nadu","TAMIL NADU                                        ",33,589,Thiruvallur,"THIRUVALLUR                                       ",602,5693,Gummidipoondi,,05693,2024-10-07
12,"Arunachal Pradesh","ARUNACHAL PRADESH                                 ",12,237,"Papum Pare","PAPUM PARE                                        ",248,6602,"Gumto Circle",,00000,2024-10-07
23,"Madhya Pradesh","MADHYA PRADESH                                    ",23,406,Guna,गुना,458,3677,Guna,गुना,03677,2024-10-07
22,Chhattisgarh,छत्तीसगढ़,22,646,Balod,बालोद,000,3319,Gunderdehi,GUNDERDEHI,03319,2024-10-07
1,"Jammu And Kashmir","JAMMU AND KASHMIR",01,4,Doda,"DODA                                              ",016,6749,Gundna,Gundna,00000,2024-10-07
23,"Madhya Pradesh","MADHYA PRADESH                                    ",23,420,Panna,पन्ना,426,3438,Gunnor,गुन्नौर,03438,2024-10-07
6,Haryana,"HARYANA                                           ",06,62,Gurugram,GURUGRAM,086,417,Gurgaon,,00417,2024-10-07
28,"Andhra Pradesh","ANDHRA PRADESH                                    ",28,753,Annamayya,Annamayya,000,5370,Gurramkonda,,05370,2024-10-07
21,Odisha,ODISHA,21,350,Cuttack,"CUTTACK                                           ",381,2952,Gurudijhatia,,02952,2024-10-07
21,Odisha,ODISHA,21,373,Sundargarh,"SUNDARGARH                                        ",374,2828,Gurundia,,02828,2024-10-07
22,Chhattisgarh,छत्तीसगढ़,22,646,Balod,बालोद,000,3323,Gurur,GURUR,03323,2024-10-07
10,Bihar,"BIHAR                                             ",10,222,Siwan,सिवान,218,1241,Guthani,गुठनी,01241,2024-10-07
10,Bihar,"BIHAR                                             ",10,205,Madhepura,मधेपुरा,213,1165,Gwalpara,ग्वालपाड़ा,01165,2024-10-07
9,"Uttar Pradesh","UTTAR PRADESH                                     ",09,179,Bhadohi,BHADOHI,198,998,Gyanpur,,00998,2024-10-07
20,Jharkhand,झारखंड,20,338,Palamu,पलामू,358,2616,Haidernagar,,02616,2024-10-07
29,Karnataka,ಕರ್ನಾಟಕ,29,550,"Uttara Kannada","ಉತ್ತರ ಕನ್ನಡ",563,5480,Haliyal,ಹುಳಿಯಾಳ,05480,2024-10-07
8,Rajasthan,"RAJASTHAN                                         ",08,93,Bikaner,"BIKANER                                           ",101,7378,Handa,हदां,00000,2024-10-07
23,"Madhya Pradesh","MADHYA PRADESH                                    ",23,408,Harda,हरदा,448,3609,Handiya,हांडिया,03609,2024-10-07
8,Rajasthan,"RAJASTHAN                                         ",08,101,Hanumangarh,"HANUMANGARH                                       ",100,468,Hanumangarh,,00468,2024-10-07
29,Karnataka,ಕರ್ನಾಟಕ,29,738,Vijayanagar,,000,5510,Harapanahalli,ಹರಪನಹಳ್ಳಿ,05510,2024-10-07
22,Chhattisgarh,छत्तीसगढ़,22,383,Korba,कोरबा,404,7271,Hardibazar,हरदीबाजार,00000,2024-10-07
5,Uttarakhand,UTTARAKHAND,05,50,Haridwar,"HARIDWAR                                          ",068,354,Hardwar,,00354,2024-10-07
29,Karnataka,ಕರ್ನಾಟಕ,29,535,Davangere,ದಾವಣಗೆರೆ,567,5509,Harihar,ಹರಿಹರ,05509,2024-10-07
2,"Himachal Pradesh","HIMACHAL PRADESH                                  ",02,24,Sirmaur,"SIRMAUR                                           ",032,6953,Haripurdhar,,00000,2024-10-07
19,"West Bengal","WEST BENGAL                                       ",19,316,Malda,MALDA,332,2209,"Harischandrapur - II",,02209,2024-10-07
10,Bihar,"BIHAR                                             ",10,213,"Purbi Champaran","पूर्वी चंपारण",204,1043,Harsidhi,हरसिद्धि,01043,2024-10-07
36,Telangana,తెలంగాణ,00,686,Hanumakonda,హనుమకొండ,000,4678,Hasanparthy,"హసన్ పర్తి",04678,2024-10-07
10,Bihar,"BIHAR                                             ",10,217,Samastipur,समस्तीपुर,221,1302,Hasanpur,हसनपुर,01302,2024-10-07
9,"Uttar Pradesh","UTTAR PRADESH                                     ",09,154,Amroha,AMROHA,137,731,Hasanpur,,00731,2024-10-07
29,Karnataka,ಕರ್ನಾಟಕ,29,539,Hassan,ಹಾಸನ,574,5556,Hassan,ಹಾಸನ,05556,2024-10-07
20,Jharkhand,झारखंड,20,343,"West Singhbhum","पश्चिमी सिंघभूम",368,2738,"Hat Gamharia",हाटगम्हरिया,02738,2024-10-07
6,Haryana,"HARYANA                                           ",06,619,Palwal,,089,428,Hathin,,00428,2024-10-07
36,Telangana,తెలంగాణ,00,691,Sangareddy,సంగారెడ్డి,000,4489,Hathnoora,హత్నూర,04489,2024-10-07
27,Maharashtra,महाराष्ट्र,27,480,Kolhapur,कोल्हापूर,530,4285,Hatkanangle,हातकणंगले,04285,2024-10-07
7,Delhi,"DELHI                                             ",07,83,South,"SOUTH                                             ",098,454,"Hauz Khas",,00454,2024-10-07
1,"Jammu And Kashmir","JAMMU AND KASHMIR",01,10,Poonch,"POONCH                                            ",005,16,Haveli,,00016,2024-10-07
36,Telangana,తెలంగాణ,00,518,"Ranga Reddy","రంగా రెడ్డి",537,4525,Hayathnagar,"హయత్ నగర్",04525,2024-10-07
19,"West Bengal","WEST BENGAL                                       ",19,310,"Dakshin Dinajpur","DAKSHIN DINAJPUR",331,2203,Hilli,,02203,2024-10-07
28,"Andhra Pradesh","ANDHRA PRADESH                                    ",28,754,"Sri Sathya Sai","Sri Sathya Sai",000,5364,Hindupur,,05364,2024-10-07
18,Assam,"ASSAM                                             ",18,709,Hojai,,000,2038,Hojai,,02038,2024-10-07
29,Karnataka,ಕರ್ನಾಟಕ,29,738,Vijayanagar,,000,5498,Hosapete,ಹೊಸಪೇಟೆ,05498,2024-10-07
32,Kerala,"KERALA                                            ",32,558,Kasaragod,കാസര്‍കോഡ്,588,5631,Hosdurg,ഹോസ്ദുര്‍ഗ്,05631,2024-10-07
23,"Madhya Pradesh","MADHYA PRADESH                                    ",23,409,Narmadapuram,नर्मदापुरम,449,3614,Hoshangabad,होशंगाबाद,03614,2024-10-07
3,Punjab,"PUNJAB                                            ",03,33,Hoshiarpur,"HOSHIARPUR                                        ",038,216,Hoshiarpur,,00216,2024-10-07
29,Karnataka,ಕರ್ನಾಟಕ,29,536,Dharwad,ಧಾರವಾಡ,562,7079,"Hubballi Urban",,00000,2024-10-07
29,Karnataka,ಕರ್ನಾಟಕ,29,527,Belagavi,ಬೆಳಗಾವಿ,555,5437,Hukeri,ಹುಕ್ಕೇರಿ,05437,2024-10-07
28,"Andhra Pradesh","ANDHRA PRADESH                                    ",28,745,"Alluri Sitharama Raju","Alluri Sitharama Raju",000,4846,Hukumpeta,,04846,2024-10-07
10,Bihar,"BIHAR                                             ",10,199,Jehanabad,जहानाबाद,239,1541,Hulasganj,हुलासगंज,01541,2024-10-07
29,Karnataka,ಕರ್ನಾಟಕ,29,529,Bidar,ಬೀದರ್‌,558,7086,Hulsoor,,00000,2024-10-07
23,"Madhya Pradesh","MADHYA PRADESH                                    ",23,424,Rewa,रीवा,430,3479,Huzur,हुजूर,03479,2024-10-07
23,"Madhya Pradesh","MADHYA PRADESH                                    ",23,396,Bhopal,भोपाल,444,3581,Huzur,हुजूर,03581,2024-10-07
23,"Madhya Pradesh","MADHYA PRADESH                                    ",23,424,Rewa,रीवा,430,7041,"Huzur Nagar","हुजुर नगर",00000,2024-10-07
36,Telangana,తెలంగాణ,00,681,Jagitial,జగిత్యాల,000,4393,Ibrahimpatnam,ఇబ్రహీంపట్నం,04393,2024-10-07
23,"Madhya Pradesh","MADHYA PRADESH                                    ",23,427,Sehore,सीहोर,445,3586,Ichhawar,इछावर,03586,2024-10-07
27,Maharashtra,महाराष्ट्र,27,487,Nashik,नाशिक,516,4153,Igatpuri,इगतपूरी,04153,2024-10-07
9,"Uttar Pradesh","UTTAR PRADESH                                     ",09,119,Aligarh,"ALIGARH                                           ",143,756,Iglas,,00756,2024-10-07
33,"Tamil Nadu","TAMIL NADU                                        ",33,582,Pudukkottai,"PUDUKKOTTAI                                       ",621,5818,Iluppur,,05818,2024-10-07
10,Bihar,"BIHAR                                             ",10,196,Gaya,गया,236,1501,Imamganj,ईमामगन्ज,01501,2024-10-07
36,Telangana,తెలంగాణ,00,501,Adilabad,ఆదిలాబాద్,532,4311,Inderavelly,"ఇందర్ వెల్లి",04311,2024-10-07
6,Haryana,"HARYANA                                           ",06,67,Karnal,"KARNAL                                            ",074,371,Indri,,00371,2024-10-07
28,"Andhra Pradesh","ANDHRA PRADESH                                    ",28,515,"Sri Potti Sriramulu Nellore","శ్రీ పొట్టి శ్రీరాములు నెల్లూరు",550,5179,Indukurpet,,05179,2024-10-07
21,Odisha,ODISHA,21,344,Anugul,"ANUGUL                                            ",384,3013,Industrial,,03013,2024-10-07
28,"Andhra Pradesh","ANDHRA PRADESH                                    ",28,751,Palnadu,Palnadu,000,5065,Ipuru,ఈపూరు,05065,2024-10-07
28,"Andhra Pradesh","ANDHRA PRADESH                                    ",28,523,"West Godavari","పశ్చిమగోదావరి                                     ",546,4979,Iragavaram,,04979,2024-10-07
19,"West Bengal","WEST BENGAL                                       ",19,311,"Uttar Dinajpur","UTTAR DINAJPUR",330,2192,Islampur,,02192,2024-10-07
21,Odisha,ODISHA,21,367,Nayagarh,"NAYAGARH                                          ",385,3029,Itamati,,03029,2024-10-07
12,"Arunachal Pradesh","ARUNACHAL PRADESH                                 ",12,237,"Papum Pare","PAPUM PARE                                        ",248,6604,"Itanagar Eac",,00000,2024-10-07
20,Jharkhand,झारखंड,20,323,Chatra,चतरा,347,2520,Itkhori,ईटखोरी,02520,2024-10-07
29,Karnataka,ಕರ್ನಾಟಕ,29,535,Davangere,ದಾವಣಗೆರೆ,567,5511,Jagalur,ಜಗಳೂರು,05511,2024-10-07
28,"Andhra Pradesh","ANDHRA PRADESH                                    ",28,749,Ntr,NTR,000,4991,Jaggaiahpeta,జగ్గయ్యపేట,04991,2024-10-07
36,Telangana,తెలంగాణ,00,699,"Kumuram Bheem Asifabad","కుమురం భీమ్ ఆసిఫాబాద్",000,4320,Jainoor,జైనూర్,04320,2024-10-07
23,"Madhya Pradesh","MADHYA PRADESH                                    ",23,429,Shahdol,शहडोल,460,3690,Jaisinghnagar,जयसिंहनगर,03690,2024-10-07
8,Rajasthan,"RAJASTHAN                                         ",08,774,Beawar,ब्‍यावर,NA,597,Jaitaran,,00597,2024-10-07
21,Odisha,ODISHA,21,356,Jajapur,"JAJAPUR                                           ",382,2977,Jajapur,,02977,2024-10-07
36,Telangana,తెలంగాణ,00,696,Suryapet,సూర్యాపేట,000,4623,Jajireddygudem,జాజిరెడ్డిగూడెం,04623,2024-10-07
5,Uttarakhand,UTTARAKHAND,05,54,"Rudra Prayag","RUDRA PRAYAG                                      ",058,292,Jakholi*,,00292,2024-10-07
28,"Andhra Pradesh","ANDHRA PRADESH                                    ",28,515,"Sri Potti Sriramulu Nellore","శ్రీ పొట్టి శ్రీరాములు నెల్లూరు",550,5157,Jaladanki,,05157,2024-10-07
24,Gujarat,"GUJARAT                                           ",24,453,Navsari,"NAVSARI                                           ",490,3923,Jalalpore,,03923,2024-10-07
3,Punjab,"PUNJAB                                            ",03,34,Jalandhar,"JALANDHAR                                         ",037,212,"Jalandhar - I",,00212,2024-10-07
3,Punjab,"PUNJAB                                            ",03,34,Jalandhar,"JALANDHAR                                         ",037,213,"Jalandhar - II",,00213,2024-10-07
8,Rajasthan,"RAJASTHAN                                         ",08,104,Jalore,"JALORE                                            ",116,587,Jalor,,00587,2024-10-07
19,"West Bengal","WEST BENGAL                                       ",19,306,"Purba Bardhaman","PURBA BARDHAMAN",335,2295,Jamalpur,,02295,2024-10-07
19,"West Bengal","WEST BENGAL                                       ",19,703,Jhargram,Jhargram,000,2455,Jamboni,,02455,2024-10-07
24,Gujarat,"GUJARAT                                           ",24,457,Rajkot,"RAJKOT                                            ",476,3808,Jamkandorna,,03808,2024-10-07
29,Karnataka,ಕರ್ನಾಟಕ,29,524,Bagalkote,ಬಾಗಲಕೋಟೆ,556,5443,Jamkhandi,ಜಮಖಂಡಿ,05443,2024-10-07
27,Maharashtra,महाराष्ट्र,27,466,Ahmednagar,अहमदनगर,522,4214,Jamkhed,जामखेड,04214,2024-10-07
1,"Jammu And Kashmir","JAMMU AND KASHMIR",01,5,Jammu,"JAMMU                                             ",021,6718,"Jammu West","Jammu West",00000,2024-10-07
20,Jharkhand,झारखंड,20,333,Jamtara,जामताड़ा,363,2678,Jamtara,जामताड़ा,02678,2024-10-07
20,Jharkhand,झारखंड,20,329,Giridih,गिरिडीह,349,2536,Jamua,जमुआ,02536,2024-10-07
8,Rajasthan,"RAJASTHAN                                         ",08,767,Deeg,डीग,NA,7380,Januthar,जनूथर,00000,2024-10-07
27,Maharashtra,महाराष्ट्र,27,494,Satara,सातारा,527,4263,Jaoli,जावळी,04263,2024-10-07
21,Odisha,ODISHA,21,354,Ganjam,"GANJAM                                            ",388,3098,Jarada,,03098,2024-10-07
20,Jharkhand,झारखंड,20,322,Bokaro,बोकारो,355,2594,Jaridih,,02594,2024-10-07
20,Jharkhand,झारखंड,20,326,Dumka,दुमका,362,2667,Jarmundi,,02667,2024-10-07
23,"Madhya Pradesh","MADHYA PRADESH                                    ",23,419,Neemuch,नीमच,432,3487,Jawad,जावद,03487,2024-10-07
8,Rajasthan,"RAJASTHAN                                         ",08,110,Nagaur,"NAGAUR                                            ",112,559,Jayal,,00559,2024-10-07
23,"Madhya Pradesh","MADHYA PRADESH                                    ",23,422,Rajgarh,राजगढ़,442,3563,Jeerapur,जीरापुर,03563,2024-10-07
12,"Arunachal Pradesh","ARUNACHAL PRADESH                                 ",12,240,"Upper Siang","UPPER SIANG                                       ",252,1664,"Jengging Circle","Jengging Circle",01664,2024-10-07
14,Manipur,"MANIPUR                                           ",14,260,Ukhrul,"UKHRUL                                            ",279,6481,Jessami,,00000,2024-10-07
24,Gujarat,"GUJARAT                                           ",24,442,Bharuch,"BHARUCH                                           ",488,3917,Jhagadia,,03917,2024-10-07
8,Rajasthan,"RAJASTHAN                                         ",08,105,Jhalawar,"JHALAWAR                                          ",129,679,Jhalrapatan,,00679,2024-10-07
8,Rajasthan,"RAJASTHAN                                         ",08,778,"Jodhpur (Gramin)","जोधपुर (ग्रामीण)",NA,7220,Jhanwar,झंवर,00000,2024-10-07
36,Telangana,తెలంగాణ,00,691,Sangareddy,సంగారెడ్డి,000,4476,Jharasangam,ఝరాసంఘం,04476,2024-10-07
21,Odisha,ODISHA,21,347,Bargarh,"BARGARH                                           ",370,2756,Jharbandha,,02756,2024-10-07
23,"Madhya Pradesh","MADHYA PRADESH                                    ",23,435,Ujjain,उज्जैन,435,6983,Jharda,"झार्डा ",00000,2024-10-07
20,Jharkhand,झारखंड,20,325,Dhanbad,धनबाद,354,2585,Jharia-Cum-Jorapokhar-Cum-Sindri,झरिया,02585,2024-10-07
8,Rajasthan,"RAJASTHAN                                         ",08,106,Jhunjhunu,"JHUNJHUNU                                         ",103,487,Jhunjhunun,,00487,2024-10-07
6,Haryana,"HARYANA                                           ",06,65,Jind,"JIND                                              ",077,383,Jind,,00383,2024-10-07
23,"Madhya Pradesh","MADHYA PRADESH                                    ",23,419,Neemuch,नीमच,432,3490,Jiran,जीरन,03490,2024-10-07
28,"Andhra Pradesh","ANDHRA PRADESH                                    ",28,743,"Parvathipuram Manyam","Parvathipuram Manyam",000,4810,Jiyyammavalasa,,04810,2024-10-07
21,Odisha,ODISHA,21,364,Malkangiri,"MALKANGIRI                                        ",399,3225,Jodamba,,03225,2024-10-07
8,Rajasthan,"RAJASTHAN                                         ",08,107,Jodhpur,"JODHPUR                                           ",113,570,Jodhpur,,00570,2024-10-07
2,"Himachal Pradesh","HIMACHAL PRADESH                                  ",02,22,Mandi,"MANDI                                             ",027,124,Jogindarnagar,,00124,2024-10-07
2,"Himachal Pradesh","HIMACHAL PRADESH                                  ",02,26,Una,"UNA                                               ",029,6890,Jol,,00000,2024-10-07
12,"Arunachal Pradesh","ARUNACHAL PRADESH                                 ",12,679,Siang,,000,6606,"Jomlo Mobuk Circle",,00000,2024-10-07
19,"West Bengal","WEST BENGAL                                       ",19,309,Darjeeling,"DARJEELING                                        ",327,2159,"Jorebunglow Sukiapokhri",,02159,2024-10-07
